51302375069,fff,6,217
51302417455,eeb,26,31
51302429348,aff,74,144
51302445391,dcf,260,36
51302463230,aef,118,174
51302516737,ebf,88,241
51302526040,cfd,156,99
51302539208,afg,250,196
51302540262,bga,68,99
51302555810,gaf,153,210
51302562316,eec,240,71
51302563616,ffb,78,61
51302596577,fae,15,266
51302703982,bgd,290,147
51302725330,ega,296,197
51302727315,beg,27,138
51302731306,dbe,294,282
51302785649,gbc,54,246
51302804341,cba,77,44
51302831682,ece,138,171
51302850103,efd,249,230
51302854199,gec,67,268
51302858955,agg,273,60
51302877246,fbg,114,240
51302887778,ade,217,278
51302904564,eff,27,249
51302912624,bgc,172,54
51302931634,gaa,11,15
51302935863,ebb,173,73
51302997355,ddc,6,26
51303016287,dea,63,147
51303112763,beg,126,154
51303125894,eeg,184,114
51303132983,eab,297,70
51303142622,fbd,60,173
51303161872,gbb,69,80
51303194132,gae,73,175
51303221078,gdb,29,143
51303225190,ebd,66,69
51303271616,baf,295,34
51303274381,deb,157,42
51303278701,efe,88,60
51303281819,gdg,181,191
51303345869,gcf,215,155
51303383701,gfg,41,151
51303389422,beb,274,271
51303403721,fef,297,132
51303415578,dec,50,272
51303427664,dbd,54,38
51303458515,gfb,237,138
51303480143,eea,34,79
51303484623,bbg,128,159
51303527805,fgg,34,54
51303545036,bfa,217,251
51303587265,eeb,3,26
51303620235,fbg,253,199
51303624951,fag,3,20
51303662962,gfd,35,85
51303671305,cbd,17,154
51303677233,gbf,134,185
51303692073,bcd,85,250
51303696991,edd,237,186
51303712626,bac,31,5
51303725345,ebe,214,196
51303727242,gcg,97,136
51303779852,bef,168,122
51303801885,ffg,103,245
51303814087,ecd,260,33
51303828955,ggd,5,27
51303834655,fbb,1,107
51303901892,adg,258,47
51303928503,ecc,70,62
51303954186,ebc,291,249
51303968539,fcd,154,180
51304007824,agf,44,89
51304030972,fea,293,275
51304038743,gca,151,198
51304049113,gge,80,237
51304078284,faa,133,108
51304083825,bec,167,229
51304084162,bfd,237,258
51304086517,fdb,201,220
51304114983,bgf,86,87
51304138248,cee,245,39
51304149198,ecg,277,196
51304149810,ebc,78,249
51304172198,ggb,8,126
51304188451,gda,258,146
51304212151,cfa,85,290
51304220578,beg,35,175
51304245021,bce,42,299
51304266352,cag,145,149
51304275510,gae,249,182
51304275644,eae,219,84
51304285734,aga,7,250
51304344368,dda,80,242
51304358398,dde,66,264
51304384839,aad,296,230
51304400356,aea,235,315
51304406088,fcf,89,37
51304416909,bde,142,62
51304464899,bbb,135,320
51304473524,cac,257,174
51304491851,agg,277,69
51304499093,geb,227,155
51304503843,fba,127,88
51304513972,eca,23,208
51304514568,gaf,282,212
51304520984,fda,65,197
51304525134,egd,257,99
51304535177,gba,210,16
51304545624,cab,29,266
51304545752,bag,260,272
51304546469,deb,215,36
51304571855,fgf,157,132
51304585460,dgf,209,35
51304633343,bae,226,204
51304649829,egb,230,195
51304687013,bcg,272,86
51304688566,aga,137,210
51304740117,acc,137,106
51304742087,dad,86,48
51304768273,fcg,130,34
51304810570,gcc,220,64
51304813238,aeb,135,289
51304829090,gbc,129,270
51304835748,acg,107,165
51304836528,cbd,74,154
51304914719,cgb,179,158
51304926302,cfb,44,223
51304934135,afe,137,257
51304942605,fab,144,194
51304943332,gbd,178,213
51304988557,caf,203,231
51304989707,cbe,155,138
51305000271,add,102,57
51305009594,bfg,182,206
51305013796,afd,121,32
51305021068,faf,8,217
51305065183,fcc,100,39
51305082830,ddd,3,213
51305101412,bbg,252,160
51305104791,dcc,40,132
51305108649,bba,62,250
51305122967,deg,108,67
51305139854,dfb,134,6
51305156434,efa,6,242
51305191375,def,101,247
51305192214,bee,55,287
51305229021,cdf,248,207
51305254162,cff,29,252
51305275640,abf,244,120
51305275817,efg,106,230
51305291089,acb,260,183
51305297563,fbe,66,68
51305317929,fbg,35,230
51305330779,gcf,185,153
51305331909,bdd,114,36
51305337810,fcg,295,35
51305374436,eda,94,165
51305434253,edd,30,204
51305441536,dgd,81,21
51305448089,fag,84,23
51305457881,bag,136,242
51305459433,beg,125,180
51305471582,bdf,249,291
51305486677,dde,128,234
51305498843,adg,62,38
51305502667,aad,245,232
51305513928,bbc,103,31
51305518194,dce,177,148
51305573457,gea,275,146
51305586644,fgb,208,205
51305595999,fca,250,12
51305623444,age,109,288
51305635711,gag,13,12
51305667474,ddg,26,146
51305685248,dfa,65,98
51305744857,eeb,36,20
51305765469,afg,243,225
51305794254,bed,231,308
51305798578,gbe,84,181
51305800202,bba,31,222
51305807657,dcf,219,37
51305828913,eff,238,229
51305839674,ffa,156,115
51305879801,agd,92,72
51305959725,cdg,144,263
51305968221,cda,36,164
51305986829,agb,224,211
51305994878,ggf,18,35
51306010976,dfc,288,39
51306025686,edc,121,191
51306048791,gcd,160,191
51306067531,dac,119,134
51306072631,agf,157,84
51306077157,edf,211,86
51306079041,bdg,83,148
51306080175,bcc,50,246
51306083938,ccd,42,172
51306096016,aab,222,25
51306111649,gfc,250,45
51306115741,dea,136,170
51306132032,gae,66,180
51306145839,ede,230,133
51306171087,abc,157,65
51306177439,beg,80,192
51306179168,gde,115,19
51306181462,deb,91,36
51306181643,dba,198,23
51306205425,egf,126,21
51306217130,bce,5,325
51306228459,aga,197,249
51306247860,cbf,134,207
51306249376,dce,127,156
51306270212,fde,76,107
51306277552,cce,199,186
51306287227,feg,222,204
51306287578,ggf,65,38
51306318055,fgd,166,26
51306321509,bfe,220,259
51306360300,bfg,185,183
51306371221,egc,88,121
51306384472,adc,105,18
51306390687,eae,145,78
51306397806,ccf,24,191
51306398028,gcb,38,202
51306399063,eba,40,135
51306408863,abg,6,232
51306415890,cdd,194,88
51306419120,gef,61,98
51306420557,gac,213,35
51306490500,fda,63,157
51306505650,eae,183,90
51306516605,adg,67,45
51306521129,edg,179,246
51306573090,eag,152,230
51306580503,cgf,39,130
51306649570,aee,248,69
51306650590,acc,103,95
51306678185,eec,2,56
51306683170,aca,233,85
51306691248,bcf,145,222
51306692678,aed,68,51
51306707643,gee,204,238
51306708147,dbg,267,234
51306719431,ffd,261,233
51306723687,dcb,285,288
51306766497,adf,294,162
51306773189,cgd,143,171
51306775413,daa,223,171
51306788919,fec,168,222
51306808330,bbc,3,35
51306812590,aeb,269,274
51306821721,ddf,140,37
51306828455,fcd,167,145
51306837701,egc,18,100
51306848974,deg,156,79
51306850773,ffg,266,269
51306872418,feb,183,215
51306890575,eca,151,203
51306893670,gce,92,331
51306907848,efc,223,123
51306927810,gee,132,261
51306945824,cgg,135,289
51306950631,baf,224,30
51307002210,aac,32,185
51307015048,cfe,235,254
51307020220,fdg,138,73
51307048989,bad,155,286
51307066461,fed,209,244
51307070661,aae,13,88
51307103619,fcg,148,31
51307109654,dbe,89,321
51307142798,cca,257,111
51307177403,efe,52,54
51307184210,eed,98,189
51307192774,fge,163,246
51307196090,gfd,15,96
51307211964,fbf,105,241
51307224697,bdb,48,163
51307246850,dgb,261,248
51307247826,dge,39,60
51307291441,gba,61,17
51307311612,bcd,271,270
51307331365,ggf,64,34
51307357843,abb,198,168
51307373595,bbg,59,176
51307374002,fbc,221,175
51307385665,cef,191,111
51307426599,gga,225,243
51307438279,gfe,1,259
51307453625,ecg,212,192
51307476020,adf,166,131
51307503340,cea,282,228
51307526393,aee,217,62
51307536015,dcg,13,18
51307633590,gca,158,201
51307641003,dgg,237,223
51307651230,fbd,236,198
51307679206,dbe,99,282
51307679919,gfa,96,67
51307685381,cef,275,127
51307720197,fdd,88,27
51307739228,gdb,235,141
51307748976,fdd,152,24
51307766438,ggd,160,29
51307766685,cdb,194,106
51307797705,ggf,79,36
51307807287,bfc,227,197
51307808476,gdc,289,13
51307852424,fae,56,300
51307885786,cfb,170,251
51307888560,fcg,282,31
51307903844,dag,100,279
51307971095,bdc,128,92
51307977429,geg,104,229
51307987100,efa,296,237
51307995306,bcg,292,92
51308003984,caa,6,241
51308005799,gdd,239,143
51308006087,caf,184,235
51308014399,afc,4,93
51308021931,dad,255,47
51308027219,ebe,22,186
51308040395,bff,196,164
51308042247,dff,141,212
51308056399,ebg,110,327
51308078097,eab,263,83
51308082777,cfg,217,47
51308148805,cga,10,235
51308169882,fce,45,183
51308172645,dbb,155,253
51308177370,eaf,24,267
51308205072,aag,93,37
51308207243,dde,29,226
51308232800,cbb,54,243
51308242422,bge,206,206
51308242623,bab,109,55
51308254750,dca,160,12
51308261592,gab,181,291
51308275804,fdg,7,65
51308283643,gcf,182,163
51308297803,eba,64,112
51308300488,fdc,225,116
51308306708,ecf,202,8
51308321620,aeg,19,251
51308336003,cff,205,206
51308355707,ccb,204,238
51308364242,bce,190,273
51308366104,dgc,97,184
51308388817,fac,57,9
51308394345,fcb,90,218
51308424808,ebc,32,199
51308428922,cae,154,34
51308483265,bgd,147,132
51308507716,ddb,132,189
51308512025,fec,264,179
51308519734,dga,114,187
51308526332,cec,15,172
51308549508,eda,180,161
51308551153,abd,111,13
51308559467,bca,96,134
51308577827,cea,83,193
51308583771,gbg,124,59
51308587236,cge,237,102
51308593020,abd,39,15
51308596881,bef,265,145
51308605029,gfa,165,69
51308613221,dcd,10,271
51308619414,eac,36,215
51308620264,abe,154,165
51308667096,fcd,236,116
51308679784,ead,76,161
51308682035,ebb,71,80
51308687668,fdf,187,165
51308712829,cgb,101,126
51308713884,cfg,209,40
51308720732,fgc,34,160
51308762799,bcb,196,36
51308781822,eca,257,229
51308797451,bee,264,246
51308797865,baf,226,33
51308805286,cbf,18,173
51308814011,fdd,73,25
51308817712,acd,71,161
51308832625,gfg,184,143
51308832729,fcb,274,191
51308838657,aaf,3,222
51308847748,fdg,271,74
51308864803,cde,233,143
51308867538,ade,228,264
51308885974,cfc,283,39
51308905229,fga,79,97
51308907976,ded,263,102
51308912003,bbd,139,290
51308939094,cac,3,168
51308954303,dee,164,218
51308955200,gbe,202,199
51308956743,bea,10,184
51308961664,bad,262,317
51308962539,agc,287,131
51308973164,dae,85,116
51308980648,ace,158,32
51308988344,ffc,170,173
51308990665,bda,282,80
51308993468,eef,268,343
51308996240,ggf,245,33
51309015931,bfb,199,181
51309035782,egb,246,189
51309037948,ggc,88,166
51309039584,dbf,231,92
51309064692,fbg,182,188
51309071990,fae,93,258
51309073149,ddb,240,211
51309085436,dgb,43,233
51309091506,cad,249,189
51309107109,baa,20,54
51309121459,beg,21,209
51309135310,eec,95,46
51309148785,gca,7,221
51309157340,cbg,209,252
51309159741,bbb,109,339
51309168221,ccg,55,122
51309177000,ceb,251,262
51309177616,geb,99,137
51309201685,dbe,297,318
51309232930,ada,222,124
51309242405,ded,244,104
51309243273,ddd,232,249
51309253655,dab,82,215
51309259851,bbe,199,157
51309264306,gda,280,144
51309287024,gdc,263,15
51309304552,fba,108,95
51309315396,ddg,165,140
51309318213,cbe,293,133
51309351800,dba,166,21
51309356952,ceg,186,56
51309362627,ece,262,162
51309363679,gdb,79,122
51309369047,fga,87,100
51309399323,gaa,197,17
51309423319,ggc,114,185
51309426582,bgb,258,246
51309446544,gff,287,262
51309446675,aff,250,167
51309452133,ddb,218,189
51309461575,fee,114,197
51309464291,efb,12,226
51309497489,dgf,86,31
51309497720,fff,178,240
51309519032,cbe,68,106
51309522158,dgb,3,186
51309534762,adb,211,66
51309539237,ecb,100,163
51309541623,ffb,242,71
51309562369,ced,134,71
51309567186,egg,247,171
51309573237,dfe,102,230
51309575449,cgc,98,236
51309579704,fcd,55,126
51309583834,bbf,136,90
51309608852,dgd,55,23
51309615008,bcf,126,244
51309632564,abg,233,257
51309677124,ggg,227,203
51309680726,fgg,185,50
51309683838,fad,182,236
51309699287,eee,40,202
51309738179,ffe,221,19
51309749673,gge,123,248
51309749830,bec,19,226
51309749856,gdg,155,210
51309750683,gad,274,172
51309756058,acf,145,165
51309757437,gce,176,354
51309786260,dfb,82,6
51309791928,fbb,10,105
51309803560,dfc,165,35
51309807263,edf,192,92
51309817598,ege,166,60
51309825336,dfg,50,287
51309843472,gbb,114,75
51309875916,edb,106,235
51309881647,dfd,169,60
51309884129,aec,276,66
51309892240,fdf,229,158
51309895463,ega,155,165
51309907252,ged,235,217
51309913525,dbc,130,158
51309921736,cda,26,180
51309933431,bgg,33,190
51309958983,fac,127,9
51309959894,dce,92,179
51309966265,cdc,27,90
51309975498,abc,207,60
51310000992,afa,193,192
51310060904,bdd,245,34
51310089818,eaa,12,235
51310110791,gec,181,268
51310119039,egc,144,113
51310135674,dbd,126,42
51310142059,gce,30,371
51310192026,dga,48,160
51310221012,fcc,139,35
51310236433,ade,16,224
51310250385,ead,131,148
51310254274,abb,83,161
51310273771,daf,124,86
51310290597,aef,291,198
51310294767,gee,44,294
51310328482,cbc,176,113
51310344009,ggd,41,28
51310375549,bfc,71,185
51310404485,cee,146,32
51310418015,bfg,157,179
51310418801,aba,273,320
51310430977,dff,191,252
51310439465,fbe,299,63
51310456858,cfg,241,45
51310457163,ebd,70,74
51310495875,cca,1,116
51310498614,cee,200,30
51310502735,dbd,273,36
51310534338,eag,77,266
51310546037,cdg,130,241
51310567740,agb,125,215
51310628242,efb,45,183
51310636163,cdd,243,96
51310638302,aed,230,45
51310641636,bda,19,75
51310653655,cba,270,37
51310654024,cbc,119,122
51310656549,dba,118,21
51310721387,cbf,62,188
51310728386,abc,157,63
51310736899,dfa,8,100
51310754498,gdf,39,181
51310793801,fcb,293,198
51310798114,aaa,2,153
51310803264,fbc,129,157
51310819846,aga,48,268
51310858104,ecc,103,70
51310913488,dfb,116,5
51310966644,aae,296,99
51310995194,bcc,70,263
51311017720,dab,187,227
51311073023,cga,19,199
51311087178,dcc,136,110
51311129909,dbg,119,259
51311152328,gag,226,12
51311160543,fga,153,87
51311172403,dfb,72,5
51311182300,abb,90,180
51311194184,gbf,138,159
51311197309,ebe,123,176
51311206229,ece,294,137
51311208664,gdf,36,202
51311269550,dcd,131,271
51311269967,cag,79,146
51311306439,acb,275,161
51311308409,bec,39,180
51311329074,eec,150,53
51311332562,cfd,27,80
51311351499,gcd,52,194
51311359847,dda,52,263
51311389047,abc,110,54
51311394355,dae,23,118
51311409151,afg,129,236
51311440427,bag,221,225
51311448931,ccc,267,284
51311449796,geb,63,156
51311452093,bac,249,5
51311463156,fdf,149,145
51311473407,bdf,39,311
51311484871,ffg,207,231
51311485667,eba,137,108
51311507125,cbg,252,284
51311529008,dbc,15,134
51311541226,gec,187,300
51311542328,cge,112,119
51311571016,dbb,106,222
51311577575,gdd,282,168
51311596251,cae,66,28
51311609762,eec,122,57
51311613782,afb,211,180
51311628227,gab,204,308
51311654105,ebf,78,257
51311660752,fed,288,263
51311680458,gcg,41,122
51311686384,cce,109,156
51311700735,ace,184,33
51311704658,ddf,200,38
51311720567,adc,183,16
51311734767,dba,67,19
51311755371,cbg,12,320
51311762189,efd,114,197
51311769869,fee,16,208
51311772058,bff,201,175
51311793101,ebb,52,64
51311818538,ede,204,114
51311821369,abc,298,48
51311830923,cac,196,159
51311882013,ccf,244,154
51311929391,gfe,13,259
51311940280,fef,118,114
51311950168,eea,133,75
51311956903,ccd,1,154
51311966085,gcf,117,156
51312044945,bgf,117,78
51312046342,bfd,257,286
51312054494,cbe,2,107
51312061202,ddc,239,22
51312075669,beb,15,262
51312098342,ccd,138,180
51312101755,bbc,18,36
51312153104,cgg,181,335
51312163628,bga,106,88
51312175543,cfa,123,258
51312183027,gbe,191,202
51312187700,gfc,178,44
51312194804,gdb,19,120
51312196044,bfa,180,205
51312230287,geb,188,176
51312234017,gbc,252,221
51312255755,bgc,127,56
51312280105,eeg,178,121
51312297761,gfb,46,157
51312306407,dcb,255,273
51312314617,cdd,43,110
51312346921,cec,121,165
51312364238,ccc,267,264
51312426024,dcc,239,101
51312490459,efc,219,130
51312493327,dcf,247,34
51312520484,gbd,231,251
51312537415,gff,147,296
51312543741,ecf,167,8
51312543837,cdf,212,240
51312553422,cab,81,239
51312555421,gga,43,250
51312561388,ecd,285,33
51312588804,ffd,230,226
51312599929,dgg,235,202
51312606141,dfb,34,5
51312626876,cce,53,141
51312629639,efb,49,177
51312668861,bce,149,292
51312692564,ddf,178,36
51312702692,bbg,115,167
51312720479,cec,25,140
51312735062,cgd,69,198
51312746523,fdb,102,191
51312805823,ced,54,61
51312817910,gea,102,143
51312848779,gfg,287,135
51312850144,dbb,128,239
51312868246,ada,23,131
51312868667,afe,77,251
51312870556,fbf,129,233
51312870648,edd,58,232
51312880040,gdb,162,134
51312932255,agf,237,89
51312936556,fge,185,223
51312952667,edc,213,162
51312959900,gbg,176,56
51312974705,gga,193,267
51312993016,bdg,123,124
51313045459,ccg,241,104
51313058306,fdb,104,189
51313073186,efg,202,264
51313079613,dec,180,315
51313080933,dde,3,255
51313083102,egc,219,116
51313104547,bed,277,311
51313124147,efb,246,141
51313154425,bec,105,194
51313167113,fea,180,302
51313167288,cdd,69,130
51313199074,egb,171,151
51313254149,gcb,153,193
51313287480,egf,259,24
51313314222,fba,229,82
51313341026,dac,17,140
51313353419,dgc,136,169
51313367925,agg,159,72
51313380020,geg,194,272
51313403645,dgb,292,163
51313407786,cgc,50,276
51313412645,dge,22,69
51313456355,gaa,159,14
51313485457,ege,13,63
51313489915,ggb,284,133
51313491800,aag,284,41
51313499433,eef,265,294
51313548733,bca,127,150
51313559709,fgf,183,118
51313564352,fde,285,110
51313580545,gfc,59,35
51313610005,eaf,251,221
51313621338,aea,90,330
51313628437,faa,66,104
51313628654,cce,163,150
51313633062,edf,51,75
51313658515,abf,187,106
51313663907,cgd,161,205
51313664918,bbf,191,82
51313677187,fcg,245,24
51313683283,fcf,282,33
51313704708,ffg,214,267
51313705878,gbb,103,86
51313727436,bgd,174,118
51313729097,eff,102,254
51313733565,fgb,138,233
51313735954,afd,268,32
51313736112,eac,238,255
51313750933,feb,180,230
51313831629,bbe,120,169
51313845831,agb,290,178
51313868942,aeg,262,205
51313872255,cbd,133,166
51313876721,aea,174,382
51313890660,gcc,145,67
51313915627,bad,237,342
51313922975,bab,183,54
51313940771,fgg,150,51
51313941550,ebg,112,307
51313943880,gde,255,20
51313975576,gac,96,35
51313987275,gad,204,154
51313995538,daa,144,181
51313996006,cbb,232,257
51314010474,dbf,272,109
51314019904,bbd,200,298
51314023910,adg,231,48
51314029450,dea,161,178
51314036627,bae,274,214
51314037580,egc,117,134
51314045938,faf,170,193
51314056226,dfa,171,86
51314073396,adb,179,63
51314083352,acg,235,136
51314085689,cfc,237,33
51314089316,adf,35,112
51314101913,dgf,283,36
51314102568,gae,81,172
51314108926,gfg,182,108
51314113677,acc,209,105
51314142380,gag,17,14
51314146367,bde,204,50
51314147247,egd,245,82
51314148143,bbe,3,169
51314150700,acf,38,151
51314153513,fba,293,74
51314154953,aab,287,28
51314163785,gef,208,82
51314166558,dfe,156,239
51314184934,aad,186,225
51314211853,gca,169,260
51314248313,ceg,85,57
51314248529,add,16,46
51314251683,deb,191,29
51314264885,bcd,260,226
51314265138,fca,92,9
51314303761,bea,226,204
51314304169,cag,7,134
51314304322,fda,126,141
51314310818,caf,88,239
51314312651,age,110,285
51314321214,fba,83,79
51314322927,bfg,57,159
51314363940,fef,228,91
51314391106,bge,134,214
51314397533,baf,215,28
51314402859,ffa,152,110
51314403375,gaf,105,175
51314410176,cfg,4,39
51314414746,fag,222,25
51314450462,efd,170,204
51314454254,edb,179,225
51314459606,dgd,90,26
51314484910,eeg,68,130
51314496827,ccb,157,235
51314497836,dfg,79,341
51314506602,dcg,64,20
51314514588,gbf,247,163
51314516172,aeb,75,309
51314522295,cfe,15,292
51314537230,fab,90,226
51314541652,agd,222,64
51314555189,ebe,226,161
51314595773,bag,144,258
51314601243,ffe,279,21
51314629001,ebc,131,195
51314643761,bfd,61,243
51314656772,aac,8,151
51314665352,abc,117,50
51314667528,efe,220,64
51314673807,cba,160,38
51314691354,ggf,286,32
51314693198,cgg,19,381
51314711108,def,179,242
51314737104,gcf,9,162
51314757150,fbd,34,182
51314778900,fbe,228,63
51314779112,gfc,65,40
51314784036,bda,76,77
51314814293,cfa,102,301
51314818710,cdb,2,109
51314821295,cad,62,221
51314838764,cec,13,159
51314858230,dba,296,20
51314859561,bga,247,82
51314903662,fcb,237,162
51314906911,fge,57,211
51314949815,fdf,174,123
51314964676,dag,190,323
51314978381,cea,147,202
51314996180,fae,7,242
51315001880,dad,36,38
51315003843,abb,283,156
51315018622,dee,243,189
51315020401,aee,52,52
51315034110,ccd,280,176
51315039601,cde,159,161
51315061725,bba,67,224
51315063061,gaa,92,16
51315066370,fgb,41,258
51315086984,gde,35,16
51315111754,gbc,110,232
51315126900,dea,243,165
51315147892,cfb,164,251
51315276102,bgb,218,228
51315277136,edb,174,216
51315290408,deb,29,30
51315293741,gfd,287,111
51315304103,gdf,108,199
51315319073,cgf,187,132
51315343231,abg,154,239
51315344818,ega,149,179
51315349949,caa,76,233
51315360740,cfe,177,254
51315380915,ede,216,102
51315383434,fea,149,350
51315437127,gba,71,14
51315441042,eae,146,106
51315461826,eeb,264,16
51315509171,bbd,225,330
51315509217,bea,52,222
51315518019,eaa,272,209
51315524769,ecc,295,62
51315546441,dca,256,13
51315554090,edf,66,72
51315554634,bef,258,120
51315561235,bdc,173,98
51315597854,fdg,67,68
51315611254,gcf,17,183
51315624160,baf,197,25
51315628784,feg,162,171
51315681648,ffc,230,148
51315687789,dba,229,23
51315706967,abe,9,174
51315712885,acd,20,178
51315723192,agc,265,150
51315748554,bee,196,218
51315775601,eec,37,52
51315787327,bdb,264,140
51315787523,acb,260,164
51315796070,dge,285,73
51315797535,bed,277,267
51315797659,fbe,71,59
51315801283,dbe,111,321
51315806062,gbe,12,187
51315813315,eef,91,294
51315816929,edg,57,196
51315849006,aca,73,88
51315890421,fgd,115,21
51315893626,ced,276,72
51315924867,afd,288,38
51315935387,fdg,179,74
51315955007,cef,178,116
51315985648,fba,222,93
51316020864,acf,154,175
51316044747,bab,269,58
51316045934,ddd,270,214
51316047064,gfa,50,64
51316050841,ffd,123,237
51316051752,edd,126,187
51316056979,gdg,284,220
51316059601,eeb,44,15
51316066923,ecg,78,168
51316088406,fde,96,111
51316099707,dcb,230,259
51316103620,gea,83,120
51316112714,cef,55,100
51316113497,ade,24,215
51316128266,cbe,127,92
51316142623,deg,106,82
51316151754,bfe,91,290
51316182659,bac,262,5
51316195017,ecb,81,146
51316198662,bfb,200,171
51316200839,ead,215,162
51316202152,eae,144,119
51316204499,ddb,50,221
51316250578,ccb,281,277
51316279073,egf,282,20
51316293806,fdf,36,109
51316296209,fdc,277,93
51316321298,dfc,289,41
51316333525,bgg,185,169
51316353746,dcc,191,108
51316370426,fdc,257,86
51316371935,adg,61,49
51316441697,fbb,115,112
51316442914,dfg,249,293
51316451475,cac,208,160
51316456581,bcf,222,200
51316491241,cbc,121,132
51316494625,adb,10,66
51316507406,bca,181,147
51316518975,aec,5,52
51316522442,dcb,236,279
51316526617,gad,47,157
51316528081,fda,182,119
51316534483,eed,103,181
51316562371,bfc,292,203
51316564711,def,294,268
51316572817,cgb,72,127
51316613659,dba,16,25
51316651611,bge,279,175
51316658944,gdd,280,186
51316682909,ccb,21,326
51316701229,fff,96,259
51316715165,cce,141,139
51316731768,fdd,89,22
51316744656,agb,243,172
51316768845,ded,197,117
51316797264,bdd,222,40
51316818222,aff,197,197
51316866801,cdg,129,286
51316940373,cbc,242,135
51316954369,fce,13,217
51316975429,aed,52,49
51316999471,fce,133,195
51317005859,dbd,283,38
51317035036,gbf,227,135
51317036282,bce,3,338
51317041022,gce,271,396
51317052066,afb,147,192
51317060360,gca,292,265
51317078088,cga,184,167
51317084162,ggc,231,177
51317093880,gbd,216,256
51317095516,gdb,253,148
51317115678,ccg,72,109
51317118188,faf,116,158
51317120818,bga,130,78
51317133478,gee,71,244
51317149495,dea,187,150
51317167159,cea,57,187
51317172513,ege,267,71
51317206269,gcc,119,69
51317229029,gfb,143,158
51317236309,fgg,33,57
51317258169,dga,283,139
51317290973,ddf,122,32
51317315103,fad,236,217
51317315948,dcf,113,40
51317334385,cgc,165,309
51317374222,aef,7,166
51317376928,gfb,191,145
51317378368,fgc,106,155
51317384520,eee,77,171
51317401132,dde,96,303
51317404392,adb,156,60
51317407334,aff,99,191
51317467398,bdd,154,41
51317470607,ddf,65,35
51317470621,ffb,216,71
51317477392,eda,218,156
51317483075,beg,69,173
51317495034,dfb,149,5
51317500570,eaf,114,236
51317500969,dce,229,211
51317506540,bgc,144,48
51317511146,ggg,122,178
51317511269,gdc,235,16
51317534280,fcc,106,39
51317539123,ddg,275,121
51317548911,afc,11,106
51317552816,ecd,103,34
51317563133,cec,43,165
51317575618,cff,154,203
51317582342,cdb,201,110
51317585949,dcd,132,233
51317600366,cca,25,138
51317608655,deg,297,75
51317685952,ecd,198,35
51317690878,eee,69,136
51317692633,fea,108,283
51317709833,cda,168,180
51317727096,fda,251,103
51317731687,aga,30,246
51317736840,efa,269,225
51317753348,bbb,56,301
51317765214,cgb,296,111
51317791269,baa,188,46
51317826851,ceb,241,233
51317835195,gge,82,275
51317847001,bff,5,143
51317857463,bcg,74,90
51317858336,efc,221,115
51317866985,fcd,132,114
51317867845,bff,23,157
51317868325,cae,138,29
51317868902,cdc,273,95
51317872550,eab,169,89
51317880334,fgb,136,219
51317897947,bcd,82,205
51317917528,cgg,269,312
51317921040,bag,226,219
51317958744,aeb,25,253
